asset_id,asset_type,manufacturer,department,asset_age,usage_hours,maintenance_count,maintenance_cost,breakdown_count,last_service_days,status,warranty,failure
924,ECG Machine,Philips,Operation Theatre,7,23405,9,9548,9,99,Out of Service,No,1
925,Defibrillator,Drager,Radiology,4,8201,2,10480,5,224,Working,No,1
926,Ultrasound Machine,Drager,Cardiology,5,15067,10,9790,2,203,Working,Yes,1
927,Patient Monitor,Philips,Operation Theatre,8,5465,8,8999,9,184,Under Maintenance,No,1
928,ECG Machine,Philips,Emergency,9,15445,12,9575,1,148,Working,Yes,1
929,Ultrasound Machine,Philips,Emergency,7,6515,15,7307,4,76,Working,Yes,1
930,Infusion Pump,Siemens,Emergency,4,15579,6,10001,0,55,Out of Service,No,1
931,Defibrillator,GE Healthcare,Emergency,6,17181,15,12204,0,364,Working,No,1
932,Defibrillator,Siemens,Emergency,3,23910,1,1413,1,241,Under Maintenance,Yes,0
933,Patient Monitor,Mindray,ICU,1,13616,5,8029,8,203,Under Maintenance,No,1
934,ECG Machine,Drager,Radiology,3,13041,13,7900,3,309,Working,Yes,0
935,MRI Scanner,Drager,Operation Theatre,1,24409,12,9091,7,3,Out of Service,No,1
936,Ventilator,Mindray,ICU,1,18312,8,8541,9,241,Under Maintenance,Yes,1
937,MRI Scanner,GE Healthcare,Radiology,10,21752,7,5222,8,326,Under Maintenance,Yes,1
938,ECG Machine,GE Healthcare,Cardiology,2,23478,12,14220,7,73,Out of Service,No,1
939,Ultrasound Machine,GE Healthcare,Emergency,6,24296,14,8080,4,189,Out of Service,Yes,1
940,Ultrasound Machine,Mindray,Cardiology,2,15873,10,3634,4,137,Working,Yes,0
941,MRI Scanner,Drager,ICU,3,13712,8,9656,7,8,Working,Yes,1
942,MRI Scanner,GE Healthcare,Operation Theatre,8,5437,3,1536,9,260,Working,Yes,1
943,MRI Scanner,Siemens,Operation Theatre,4,13984,15,8443,0,164,Out of Service,No,1
944,MRI Scanner,Siemens,Cardiology,9,3028,1,3877,1,83,Working,Yes,1
945,ECG Machine,GE Healthcare,Operation Theatre,4,3554,6,10933,9,192,Under Maintenance,No,1
946,Ventilator,GE Healthcare,Emergency,7,7236,14,14675,7,248,Out of Service,Yes,1
947,MRI Scanner,GE Healthcare,ICU,10,2742,12,7947,9,6,Out of Service,No,1
948,Infusion Pump,GE Healthcare,ICU,3,24901,9,2411,9,46,Working,Yes,1
949,Infusion Pump,GE Healthcare,Radiology,8,9275,10,12299,9,309,Under Maintenance,No,1
950,CT Scanner,Drager,Radiology,9,1668,2,12783,7,25,Under Maintenance,Yes,1
951,Patient Monitor,Mindray,Radiology,5,17165,11,2478,5,13,Working,No,1
952,ECG Machine,Drager,ICU,1,16968,13,8943,10,66,Out of Service,No,1
953,Patient Monitor,GE Healthcare,Operation Theatre,3,16007,14,14165,5,136,Under Maintenance,Yes,1
954,Ventilator,Siemens,Operation Theatre,2,18370,1,8162,7,25,Out of Service,No,1
955,ECG Machine,Drager,ICU,8,20704,12,8848,0,311,Under Maintenance,No,1
956,Ultrasound Machine,Mindray,Cardiology,3,2752,15,14902,7,216,Under Maintenance,Yes,1
957,Infusion Pump,Philips,Emergency,10,1175,11,787,7,136,Under Maintenance,Yes,1
958,Defibrillator,Mindray,Radiology,2,3595,15,11061,2,157,Out of Service,No,1
959,MRI Scanner,Philips,Operation Theatre,1,809,4,1331,10,299,Under Maintenance,Yes,1
960,Ultrasound Machine,Siemens,Radiology,4,1259,2,14988,3,302,Working,No,1
961,CT Scanner,GE Healthcare,Operation Theatre,4,24521,7,10781,3,176,Out of Service,No,1
962,Defibrillator,Philips,ICU,5,14903,6,11098,1,164,Under Maintenance,Yes,1
963,Ultrasound Machine,Siemens,Radiology,10,15552,5,5817,3,13,Under Maintenance,Yes,1
964,CT Scanner,Siemens,Emergency,6,14620,2,2507,2,128,Working,Yes,0
965,Defibrillator,Mindray,Operation Theatre,3,5444,1,9303,4,217,Under Maintenance,No,1
966,CT Scanner,GE Healthcare,Cardiology,6,4062,4,2873,7,268,Under Maintenance,Yes,1
967,ECG Machine,Philips,Operation Theatre,8,24716,3,8097,3,181,Out of Service,Yes,1
968,Ultrasound Machine,Drager,Radiology,3,17120,3,6301,4,134,Working,No,0
969,ECG Machine,Siemens,ICU,10,12950,9,14460,1,237,Working,Yes,1
970,Infusion Pump,GE Healthcare,Radiology,8,23524,12,3491,6,181,Out of Service,Yes,1
971,Ultrasound Machine,GE Healthcare,Cardiology,2,22094,2,8435,6,140,Under Maintenance,Yes,1
972,ECG Machine,Drager,Cardiology,2,10571,12,13213,9,7,Under Maintenance,No,1
973,Ultrasound Machine,GE Healthcare,Operation Theatre,3,17689,9,11913,9,186,Out of Service,Yes,1
974,ECG Machine,Philips,Emergency,1,9559,10,8163,6,334,Working,No,1
975,Ultrasound Machine,Philips,Emergency,3,11730,5,2373,3,164,Out of Service,Yes,1
976,Patient Monitor,Siemens,Cardiology,9,21989,7,1597,2,43,Under Maintenance,Yes,1
977,MRI Scanner,GE Healthcare,ICU,4,6017,15,7582,1,41,Under Maintenance,Yes,0
978,Patient Monitor,Philips,Radiology,1,12290,8,1496,7,158,Working,No,1
979,ECG Machine,Siemens,Emergency,9,19170,14,13756,5,250,Under Maintenance,Yes,1
980,ECG Machine,Philips,Radiology,9,24146,11,3843,2,84,Out of Service,Yes,1
981,ECG Machine,Siemens,Operation Theatre,1,15915,6,7634,5,111,Working,Yes,1
982,ECG Machine,GE Healthcare,ICU,8,5951,9,2188,7,284,Working,No,1
983,CT Scanner,Siemens,Operation Theatre,3,4142,15,7156,1,331,Out of Service,No,1
984,Defibrillator,Siemens,Radiology,6,20823,3,11561,8,74,Out of Service,No,1
985,Patient Monitor,Siemens,Radiology,9,3721,14,12273,6,320,Out of Service,No,1
986,ECG Machine,GE Healthcare,Radiology,1,2730,4,3594,8,277,Under Maintenance,No,1
987,ECG Machine,Mindray,Emergency,2,14918,4,6235,8,5,Under Maintenance,Yes,1
988,MRI Scanner,GE Healthcare,Emergency,3,4581,10,6973,1,8,Out of Service,No,1
989,Defibrillator,Drager,ICU,10,14932,14,13593,1,40,Working,No,1
990,Ultrasound Machine,Philips,Operation Theatre,7,19896,3,891,8,166,Under Maintenance,No,1
991,ECG Machine,GE Healthcare,Emergency,1,11939,15,8695,7,347,Working,No,1
992,Defibrillator,GE Healthcare,Emergency,1,6126,9,8231,5,20,Under Maintenance,Yes,1
993,ECG Machine,Drager,ICU,3,19711,4,13371,9,106,Under Maintenance,No,1
994,ECG Machine,GE Healthcare,Operation Theatre,4,10469,3,5170,7,88,Out of Service,No,1
995,Defibrillator,Siemens,Operation Theatre,3,19356,1,2237,8,217,Working,No,1
996,ECG Machine,Siemens,Emergency,6,17869,9,2914,4,67,Out of Service,Yes,1
997,Ultrasound Machine,Drager,Emergency,1,9133,7,9275,5,356,Under Maintenance,Yes,1
998,Infusion Pump,GE Healthcare,Emergency,5,3542,5,7629,10,93,Under Maintenance,Yes,1
999,Infusion Pump,Siemens,Cardiology,6,12956,12,8601,1,308,Out of Service,No,1
1000,Ultrasound Machine,Siemens,ICU,8,6445,12,8266,4,237,Under Maintenance,No,1
